ISO 639-3,ISO 639-1,Language Name,Alternate Names
kur,ku,Kurdish,
kus,,Kusaal,
kut,,Kutenai,
kuu,,Upper Kuskokwim,
kuv,,Kur,
kuw,,Kpagua,
kux,,Kukatja,
kuy,,Kuuku-Ya'u,
kuz,,Kunza,
kva,,Bagvalal,
kvb,,Kubu,
kvc,,Kove,
kvd,,Kui <Indonesia>,
kve,,Kalabakan,
kvf,,Kabalai,
kvg,,Kuni-Boazi,
kvh,,Komodo,
kvi,,Kwang,
kvj,,Psikye,
kvk,,Korean Sign Language,
kvl,,Kayaw,
kvm,,Kendem,
kvn,,Border Kuna,
kvo,,Dobel,
kvp,,Kompane,
kvq,,Geba Karen,
kvr,,Kerinci,
kvt,,Lahta Karen,
kvu,,Yinbaw Karen,
kvv,,Kola,
kvw,,Wersing,
kvx,,Parkari Koli,
kvy,,Yintale Karen,
kvz,,Tsakwambo,
kwa,,Daw,
kwb,,Kwa,
kwc,,Likwala,
kwd,,Kwaio,
kwe,,Kwerba,
kwf,,Kwara'ae,
kwg,,Sara Kaba Deme,
kwh,,Kowiai,
kwi,,Awa-Cuaiquer,
kwj,,Kwanga,
kwk,,Kwakiutl,
kwl,,Kofyar,
kwm,,Kwambi,
kwn,,Kwangali,
kwo,,Kwomtari,
kwp,,Kodia,
kwr,,Kwer,
kws,,Kwese,
kwt,,Kwesten,
kwu,,Kwakum,
kwv,,Sara Kaba Naa,
kww,,Kwinti,
kwx,,Khirwar,
kwy,,San Salvador Kongo,
kwz,,Kwadi,
kxa,,Kairiru,
kxb,,Krobu,
kxc,,Konso,
kxd,,Brunei,Bruneian; Bruneian Malay
kxf,,Manumanaw Karen,
kxh,,Karo <Ethiopia>,
kxi,,Keningau Murut,
kxj,,Kulfa,
kxk,,Zayein Karen,
kxl,,Nepali Kurux,
kxm,,Northern Khmer,Khmer Lue; Thailand Khmer
kxn,,Kanowit-Tanjong Melanau,
kxo,,Kanoe,
kxp,,Wadiyara Koli,
kxq,,Smarky Kanum,
kxr,,Koro <Papua New Guinea>,
kxs,,Kangjia,
kxt,,Koiwat,
kxu,,Kui <India>,
kxv,,Kuvi,
kxw,,Konai,
kxx,,Likuba,
kxy,,Kayong,
kxz,,Kerewo,
kya,,Kwaya,
kyb,,Butbut Kalinga,
kyc,,Kyaka,
kyd,,Karey,
kye,,Krache,
kyf,,Kouya,
kyg,,Keyagana,
kyh,,Karok,
kyi,,Kiput,
kyj,,Karao,
kyk,,Kamayo,
kyl,,Kalapuya,
kym,,Kpatili,
kyn,,Northern Binukidnon,
kyo,,Kelon,
kyp,,Kang,
kyq,,Kenga,
kyr,,Kuruaya,
kys,,Baram Kayan,
kyt,,Kayagar,
kyu,,Western Kayah,
kyv,,Kayort,
kyw,,Kudmali,
kyx,,Rapoisi,
kyy,,Kambaira,
kyz,,Kayabi,
kza,,Western Karaboro,
kzb,,Kaibobo,
kzc,,Bondoukou Kulango,
kzd,,Kadai,
kze,,Kosena,
kzf,,Da'a Kaili,
kzg,,Kikai,
kzi,,Kelabit,
kzk,,Kazukuru,
kzl,,Kayeli,
kzm,,Kais,
kzn,,Kokola,
kzo,,Kaningi,
kzp,,Kaidipang,
kzq,,Kaike,
kzr,,Karang,
kzs,,Sugut Dusun,
kzu,,Kayupulau,
kzv,,Komyandaret,
kzw,,Kariri-Xoco,
kzx,,Kamarian,
kzy,,Kango <Tshopo District>,
kzz,,Kalabra,
laa,,Southern Subanen,
lab,,Linear A,
lac,,Lacandon,
lad,,Ladino,
lae,,Pattani,
laf,,Lafofa,
lag,,Langi,
lah,,Lahnda,
lai,,Lambya,
laj,,Lango <Uganda>,
lak,,Laka <Nigeria>,
lal,,Lalia,
lam,,Lamba,
lan,,Laru,
lao,lo,Lao,
lap,,Laka <Chad>,
laq,,Qabiao,
lar,,Larteh,
las,,Lama <Togo>,
lat,la,Latin,
lau,,Laba,
lav,lv,Latvian,
law,,Lauje,
lax,,Tiwa,
lay,,Lama Bai,
laz,,Aribwatsa,
lba,,Lui,
lbb,,Label,
lbc,,Lakkia,
lbe,,Lak,
lbf,,Tinani,
lbg,,Laopang,
lbi,,La'bi,
lbj,,Ladakhi,
lbk,,Central Bontok,
lbl,,Libon Bikol,
lbm,,Lodhi,
lbn,,Lamet,
lbo,,Laven,
lbq,,Wampar,
lbr,,Lohorung,
lbs,,Libyan Sign Language,
lbt,,Lachi,
lbu,,Labu,
lbv,,Lavatbura-Lamusong,
lbw,,Tolaki,
lbx,,Lawangan,
lby,,Lamu-Lamu,
lbz,,Lardil,
lcc,,Legenyem,
lcd,,Lola,
lce,,Loncong,
lcf,,Lubu,
lch,,Luchazi,
lcl,,Lisela,
lcm,,Tungag,
lcp,,Western Lawa,
lcq,,Luhu,
lcs,,Lisabata-Nuniali,
lda,,Kla-Dan,
ldb,,Duya,
ldd,,Luri,
ldg,,Lenyima,
ldh,,Lamja-Dengsa-Tola,
ldi,,Laari,
ldj,,Lemoro,
ldk,,Leelau,
ldl,,Kaan,
ldm,,Landoma,
ldn,,Laadan,
ldo,,Loo,
ldp,,Tso,
ldq,,Lufu,
lea,,Lega-Shabunda,
leb,,Lala-Bisa,
lec,,Leco,
led,,Lendu,
lee,,Lyele,
lef,,Lelemi,
leh,,Lenje,
lei,,Lemio,
lej,,Lengola,
lek,,Leipon,
lel,,Lele <Democratic Republic of Congo>,
lem,,Nomaande,
len,,Lenca,
leo,,Leti <Cameroon>,
lep,,Lepcha,
leq,,Lembena,
ler,,Lenkau,
les,,Lese,
let,,Lesing-Gelimi,
leu,,Kara <Papua New Guinea>,
lev,,Lamma,
lew,,Ledo Kaili,
lex,,Luang,
ley,,Lemolang,
lez,,Lezghian,
lfa,,Lefa,
lfn,,Lingua Franca Nova,
lga,,Lungga,
lgb,,Laghu,
lgg,,Lugbara,
lgh,,Laghuu,
lgi,,Lengilu,
lgk,,Lingarak,
lgl,,Wala,
lgm,,Lega-Mwenga,
lgn,,T'apo,
lgq,,Logba,
lgr,,Lengo,
lgt,,Pahi,
lgu,,Longgu,
lgz,,Ligenza,
lha,,Laha <Viet Nam>,
lhh,,Laha <Indonesia>,
lhi,,Lahu Shi,
lhl,,Lahul Lohar,
lhm,,Lhomi,
lhn,,Lahanan,
lhp,,Lhokpu,
lhs,,Mlahso,
lht,,Lo-Toga,
lhu,,Lahu,
lia,,West-Central Limba,
lib,,Likum,
lic,,Hlai,
lid,,Nyindrou,
lie,,Likila,
lif,,Limbu,
lig,,Ligbi,
lih,,Lihir,
lij,,Ligurian,
lik,,Lika,
lil,,Lillooet,
lim,li,Limburgan,
lin,ln,Lingala,
lio,,Liki,
lip,,Sekpele,
liq,,Libido,
lir,,Liberian English,Liberian Pidgin English
lis,,Lisu,
lit,lt,Lithuanian,
liu,,Logorik,
liv,,Liv,Livonian
liw,,Col,
lix,,Liabuku,
liy,,Banda-Bambari,
liz,,Libinza,
lja,,Golpa,
lje,,Rampi,
lji,,Laiyolo,
ljl,,Li'o,
ljp,,Lampung Api,
ljw,,Yirandali,
ljx,,Yuru,
lka,,Lakalei,
lkb,,Kabras,
lkc,,Kucong,
lkd,,Lakonde,
lke,,Kenyi,
lkh,,Lakha,
lki,,Laki,
lkj,,Remun,
lkl,,Laeko-Libuat,
lkm,,Kalaamaya,
lkn,,Lakon,
lko,,Khayo,
lkr,,Pari,
lks,,Kisa,
lkt,,Lakota,Lakhota; Lakotiyapi; Teton; Teton Sioux
lku,,Kungkari,
lky,,Lokoya,
lla,,Lala-Roba,
llb,,Lolo,Ilolo
llc,,Lele <Guinea>,
lld,,Ladin,
lle,,Lele <Papua New Guinea>,
llf,,Hermit,
llg,,Lole,
llh,,Lamu,
lli,,Teke-Laali,
llj,,Ladji Ladji,
llk,,Lelak,
lll,,Lilau,
llm,,Lasalimu,
lln,,Lele <Chad>,
llo,,Khlor,
llp,,North Efate,
llq,,Lolak,
lls,,Lithuanian Sign Language,
llu,,Lau,
llx,,Lauan,
lma,,East Limba,
lmb,,Merei,
lmc,,Limilngan,
lmd,,Lumun,
lme,,Peve,
lmf,,South Lembata,
lmg,,Lamogai,
lmh,,Lambichhong,
lmi,,Lombi,
lmj,,West Lembata,
lmk,,Lamkang,
lml,,Hano,
lmn,,Lambadi,
lmo,,Lombard,
lmp,,Limbum,
lmq,,Lamatuka,
lmr,,Lamalera,
lmu,,Lamenu,
lmv,,Lomaiviti,
lmw,,Lake Miwok,
lmx,,Laimbue,
lmy,,Lamboya,
lmz,,Lumbee,
lna,,Langbashe,
lnb,,Mbalanhu,
lnd,,Lundayeh,
lng,,Langobardic,Lombardic; Lombard
lnh,,Lanoh,
lni,,Daantanai',
lnj,,Leningitij,
lnl,,South Central Banda,
lnm,,Langam,
lnn,,Lorediakarkar,
lno,,Lango <Sudan>,
lns,,Lamnso',
lnu,,Longuda,
lnw,,Lanima,
lnz,,Lonzo,
loa,,Loloda,
lob,,Lobi,
loc,,Inonhan,
loe,,Saluan,
lof,,Logol,
log,,Logo,
loh,,Narim,
loi,,Loma <Cote d'Ivoire>,
loj,,Lou,
lok,,Loko,
lol,,Mongo,
lom,,Loma <Liberia>,
lon,,Malawi Lomwe,
loo,,Lombo,
lop,,Lopa,
loq,,Lobala,
lor,,Teen,
los,,Loniu,
lot,,Otuho,
lou,,Louisiana Creole,Louisiana Creole French
lov,,Lopi,
low,,Tampias Lobu,
lox,,Loun,
loy,,Loke,
loz,,Lozi,
lpa,,Lelepa,
lpe,,Lepki,
lpn,,Long Phuri Naga,
lpo,,Lipo,
lpx,,Lopit,
lra,,Rara Bakati',
lrc,,Northern Luri,
lre,,Laurentian,
lrg,,Laragia,
lri,,Marachi,
lrk,,Loarki,
lrl,,Lari,
lrm,,Marama,
lrn,,Lorang,
lro,,Laro,
lrr,,Southern Yamphu,
lrt,,Larantuka Malay,
lrv,,Larevat,
lrz,,Lemerig,
lsa,,Lasgerdi,
lsd,,Lishana Deni,Judeo-Aramaic; Kurdit; Lishan Hozaye; Lishan Hudaye
lse,,Lusengo,
lsh,,Lish,
lsi,,Lashi,
lsl,,Latvian Sign Language,
lsm,,Saamia,
lso,,Laos Sign Language,
lsp,,Panamanian Sign Language,
lsr,,Aruop,
lss,,Lasi,
lst,,Trinidad And Tobago Sign Language,
lsy,,Mauritian Sign Language,
ltc,,Late Middle Chinese,
ltg,,Latgalian,
lth,,Thur,
lti,,Leti <Indonesia>,
ltn,,Latunde,
lto,,Tsotso,
lts,,Tachoni,
ltu,,Latu,
ltz,lb,Luxembourgish,
lua,,Luba-Lulua,
lub,lu,Luba-Katanga,
luc,,Aringa,
lud,,Ludian,
lue,,Luvale,
luf,,Laua,
lug,lg,Ganda,
lui,,Luiseno,
luj,,Luna,
luk,,Lunanakha,
lul,,Olu'bo,
lum,,Luimbi,
lun,,Lunda,
luo,,Luo,
lup,,Lumbu,
luq,,Lucumi,
lur,,Laura,
lus,,Lushai,
lut,,Lushootseed,
luu,,Lumba-Yakkha,
luv,,Luwati,
luw,,Luo <Cameroon>,
luy,,Luyia,
luz,,Southern Luri,
lva,,Maku'a,
lvk,,Lavukaleve,
lvs,,Standard Latvian,
lvu,,Levuka,
lwa,,Lwalu,
lwe,,Lewo Eleng,
lwg,,Wanga,
lwh,,White Lachi,
lwl,,Eastern Lawa,
lwm,,Laomian,
lwo,,Luwo,
lws,,Malawian Sign Language,
lwt,,Lewotobi,
lwu,,Lawu,
lww,,Lewo,
lya,,Layakha,
lyg,,Lyngngam,
lyn,,Luyana,
lzh,,Classical Chinese,Literary Chinese; Literary Sinitic; Classical Sinitic
lzl,,Litzlitz,
lzn,,Leinong Naga,
lzz,,Laz,
maa,,San Jeronimo Tecoatl Mazatec,
mab,,Yutanduchi Mixtec,
mad,,Madurese,
mae,,Bo-Rukul,
maf,,Mafa,
mag,,Magahi,
mah,mh,Marshallese,
mai,,Maithili,
maj,,Jalapa De Diaz Mazatec,
mak,,Makasar,
mal,ml,Malayalam,
mam,,Mam,
man,,Mandingo,
maq,,Chiquihuitlan Mazatec,
mar,mr,Marathi,
mas,,Masai,
mat,,San Francisco Matlatzinca,
mau,,Huautla Mazatec,
mav,,Satere-Mawe,
maw,,Mampruli,
max,,North Moluccan Malay,
maz,,Central Mazahua,
mba,,Higaonon,
mbb,,Western Bukidnon Manobo,
mbc,,Macushi,
mbd,,Dibabawon Manobo,
mbe,,Molale,
mbf,,Baba Malay,
mbh,,Mangseng,
mbi,,Ilianen Manobo,
mbj,,Nadeb,
mbk,,Malol,
mbl,,Maxakali,
mbm,,Ombamba,
mbn,,Macaguan,
mbo,,Mbo <Cameroon>,
mbp,,Malayo,
mbq,,Maisin,
mbr,,Nukak Maku,
mbs,,Sarangani Manobo,
mbt,,Matigsalug Manobo,
mbu,,Mbula-Bwazza,
mbv,,Mbulungish,
mbw,,Maring,
mbx,,Mari <East Sepik Province>,
mby,,Memoni,
mbz,,Amoltepec Mixtec,
mca,,Maca,
mcb,,Machiguenga,
mcc,,Bitur,
mcd,,Sharanahua,
mce,,Itundujia Mixtec,
mcf,,Matses,
mcg,,Mapoyo,
mch,,Maquiritari,
mci,,Mese,
mcj,,Mvanip,
mck,,Mbunda,
mcl,,Macaguaje,
mcm,,Malaccan Creole Portuguese,
mcn,,Masana,
mco,,Coatlan Mixe,
mcp,,Makaa,
mcq,,Ese,
mcr,,Menya,
mcs,,Mambai,
mct,,Mengisa,
mcu,,Cameroon Mambila,
mcv,,Minanibai,
mcw,,Mawa <Chad>,
mcx,,Mpiemo,
mcy,,South Watut,
mcz,,Mawan,
mda,,Mada <Nigeria>,
mdb,,Morigi,
mdc,,Male <Papua New Guinea>,
mdd,,Mbum,
mde,,Maba <Chad>,
mdf,,Moksha,
mdg,,Massalat,
mdh,,Maguindanaon,
mdi,,Mamvu,
mdj,,Mangbetu,
mdk,,Mangbutu,
mdl,,Maltese Sign Language,
mdm,,Mayogo,
mdn,,Mbati,
mdp,,Mbala,
mdq,,Mbole,
mdr,,Mandar,
mds,,Maria <Papua New Guinea>,
mdt,,Mbere,
mdu,,Mboko,
mdv,,Santa Lucia Monteverde Mixtec,
mdw,,Mbosi,
mdx,,Dizin,
mdy,,Male <Ethiopia>,
mdz,,Surui Do Para,
mea,,Menka,
meb,,Ikobi,
mec,,Mara,
med,,Melpa,
mee,,Mengen,
mef,,Megam,
meh,,Southwestern Tlaxiaco Mixtec,
mei,,Midob,
mej,,Meyah,
mek,,Mekeo,
mel,,Central Melanau,
mem,,Mangala,
men,,Mende <Sierra Leone>,
meo,,Kedah Malay,
mep,,Miriwung,
meq,,Merey,
mer,,Meru,
mes,,Masmaje,
met,,Mato,
meu,,Motu,
mev,,Mano,
mew,,Maaka,
mey,,Hassaniyya,
mez,,Menominee,
mfa,,Pattani Malay,
mfb,,Bangka,
mfc,,Mba,
mfd,,Mendankwe-Nkwen,
mfe,,Morisyen,
mff,,Naki,
mfg,,Mogofin,
mfh,,Matal,
mfi,,Wandala,
mfj,,Mefele,
mfk,,North Mofu,
mfl,,Putai,
mfm,,Marghi South,
mfn,,Cross River Mbembe,
mfo,,Mbe,
mfp,,Makassar Malay,
mfq,,Moba,
mfr,,Marithiel,
mfs,,Mexican Sign Language,
mft,,Mokerang,
mfu,,Mbwela,
mfv,,Mandjak,
mfw,,Mulaha,
mfx,,Melo,
mfy,,Mayo,
mfz,,Mabaan,
mga,,Middle Irish,Middle Gaelic
mgb,,Mararit,
mgc,,Morokodo,
mgd,,Moru,
mge,,Mango,
mgf,,Maklew,
mgg,,Mpumpong,
mgh,,Makhuwa-Meetto,
mgi,,Lijili,
mgj,,Abureni,
mgk,,Mawes,
mgl,,Maleu-Kilenge,
mgm,,Mambae,
mgn,,Mbangi,
mgo,,Meta',
mgp,,Eastern Magar,
mgq,,Malila,
mgr,,Mambwe-Lungu,
mgs,,Manda <Tanzania>,
mgt,,Mongol,
mgu,,Mailu,
mgv,,Matengo,
mgw,,Matumbi,
mgy,,Mbunga,
mgz,,Mbugwe,
mha,,Manda <India>,
mhb,,Mahongwe,
mhc,,Mocho,
mhd,,Mbugu,
mhe,,Besisi,
mhf,,Mamaa,
mhg,,Margu,
mhi,,Ma'di,
mhj,,Mogholi,
mhk,,Mungaka,
mhl,,Mauwake,
mhm,,Makhuwa-Moniga,
mhn,,Mocheno,
mho,,Mashi,
mhp,,Balinese Malay,
mhq,,Mandan,
mhr,,Eastern Mari,
mhs,,Buru <Indonesia>,
mht,,Mandahuaca,
mhu,,Digaro-Mishmi,
mhw,,Mbukushu,
mhx,,Maru,
mhy,,Ma'anyan,
mhz,,Mor <Mor Islands>,
mia,,Miami,
mib,,Atatlahuca Mixtec,
mic,,Mi'kmaq,
mid,,Mandaic,
mie,,Ocotepec Mixtec,
mif,,Mofu-Gudur,
mig,,San Miguel El Grande Mixtec,
mih,,Chayuco Mixtec,
mii,,Chigmecatitlan Mixtec,
mij,,Abar,
mik,,Mikasuki,
mil,,Penoles Mixtec,
mim,,Alacatlatzala Mixtec,
min,,Minangkabau,
mio,,Pinotepa Nacional Mixtec,
mip,,Apasco-Apoala Mixtec,
miq,,Miskito,
mir,,Isthmus Mixe,
mis,,Uncoded Language,
mit,,Southern Puebla Mixtec,
miu,,Cacaloxtepec Mixtec,
miw,,Akoye,
mix,,Mixtepec Mixtec,
miy,,Ayutla Mixtec,
miz,,Coatzospan Mixtec,
mjb,,Makalero,
mjc,,San Juan Colorado Mixtec,
mjd,,Northwest Maidu,
mje,,Muskum,
mjg,,Tu,
mjh,,Mwera <Nyasa>,
mji,,Kim Mun,
mjj,,Mawak,
mjk,,Matukar,
mjl,,Mandeali,
mjm,,Medebur,
mjn,,Ma <Papua New Guinea>,
mjo,,Malankuravan,
mjp,,Malapandaram,
mjq,,Malaryan,
mjr,,Malavedan,
mjs,,Miship,
mjt,,Sauria Paharia,
mju,,Manna-Dora,
mjv,,Mannan,
mjw,,Karbi,
mjx,,Mahali,
mjy,,Mahican,
mjz,,Majhi,
mka,,Mbre,
mkb,,Mal Paharia,
mkc,,Siliput,
mkd,mk,Macedonian,
mke,,Mawchi,
mkf,,Miya,
mkg,,Mak <China>,
mki,,Dhatki,
mkj,,Mokilese,
mkk,,Byep,
mkl,,Mokole,
mkm,,Moklen,
mkn,,Kupang Malay,
mko,,Mingang Doso,
mkp,,Moikodi,
mkq,,Bay Miwok,
mkr,,Malas,
mks,,Silacayoapan Mixtec,
mkt,,Vamale,
mku,,Konyanka Maninka,
mkv,,Mafea,
mkw,,Kituba <Congo>,
mkx,,Kinamiging Manobo,
mky,,East Makian,
mkz,,Makasae,
mla,,Malo,
mlb,,Mbule,
mlc,,Cao Lan,
mle,,Manambu,
mlf,,Mal,
mlg,mg,Malagasy,
mlh,,Mape,
mli,,Malimpung,
mlj,,Miltu,
mlk,,Ilwana,
mll,,Malua Bay,
mlm,,Mulam,
mln,,Malango,
mlo,,Mlomp,
mlp,,Bargam,
mlq,,Western Maninkakan,
mlr,,Vame,
mls,,Masalit,
mlt,mt,Maltese,
mlu,,To'abaita,
mlv,,Motlav,
mlw,,Moloko,
mlx,,Malfaxal,
mlz,,Malaynon,
mma,,Mama,
mmb,,Momina,
mmc,,Michoacan Mazahua,
mmd,,Maonan,
mme,,Mae,
mmf,,Mundat,
mmg,,North Ambrym,
mmh,,Mehinaku,
mmi,,Musar,
mmj,,Majhwar,
mmk,,Mukha-Dora,
mml,,Man Met,
mmm,,Maii,
mmn,,Mamanwa,
mmo,,Mangga Buang,
mmp,,Siawi,
mmq,,Musak,
mmr,,Western Xiangxi Miao,
mmt,,Malalamai,
mmu,,Mmaala,
mmv,,Miriti,
mmw,,Emae,
mmx,,Madak,
mmy,,Migaama,
mmz,,Mabaale,
mna,,Mbula,
mnb,,Muna,
mnc,,Manchu,
mnd,,Monde,
mne,,Naba,
mnf,,Mundani,
mng,,Eastern Mnong,
mnh,,Mono <Democratic Republic of Congo>,
mni,,Manipuri,
mnj,,Munji,
mnk,,Mandinka,
mnl,,Tiale,
mnm,,Mapena,
mnn,,Southern Mnong,
mnp,,Min Bei Chinese,
mnq,,Minriq,
mnr,,Mono <USA>,
mns,,Mansi,
mnu,,Mer,
mnv,,Rennell-Bellona,
mnw,,Mon,
mnx,,Manikion,
mny,,Manyawa,
mnz,,Moni,
moa,,Mwan,
moc,,Mocovi,
mod,,Mobilian,
moe,,Montagnais,
mog,,Mongondow,
moh,,Mohawk,
moi,,Mboi,
moj,,Monzombo,
mok,,Morori,
mom,,Mangue,
mon,mn,Mongolian,
moo,,Monom,
mop,,Mopan Maya,
moq,,Mor <Bomberai Peninsula>,
mor,,Moro,
mos,,Mossi,
mot,,Bari,
mou,,Mogum,
mov,,Mohave,
mow,,Moi <Congo>,
mox,,Molima,
moy,,Shekkacho,
moz,,Mukulu,
mpa,,Mpoto,
mpb,,Mullukmulluk,
mpc,,Mangarayi,
mpd,,Machinere,
mpe,,Majang,
mpg,,Marba,
mph,,Maung,
mpi,,Mpade,
mpj,,Martu Wangka,
mpk,,Mbara <Chad>,
mpl,,Middle Watut,
mpm,,Yosondua Mixtec,
mpn,,Mindiri,
mpo,,Miu,
mpp,,Migabac,
mpq,,Matis,
mpr,,Vangunu,
mps,,Dadibi,
mpt,,Mian,
mpu,,Makurap,
mpv,,Mungkip,
mpw,,Mapidian,
mpx,,Misima-Panaeati,
mpy,,Mapia,
mpz,,Mpi,
mqa,,Maba <Indonesia>,
mqb,,Mbuko,
mqc,,Mangole,
mqe,,Matepi,
mqf,,Momuna,
mqg,,Kota Bangun Kutai Malay,
mqh,,Tlazoyaltepec Mixtec,
mqi,,Mariri,
mqj,,Mamasa,
mqk,,Rajah Kabunsuwan Manobo,
mql,,Mbelime,
mqm,,South Marquesan,
mqn,,Moronene,
mqo,,Modole,
mqp,,Manipa,
mqq,,Minokok,
mqr,,Mander,
mqs,,West Makian,
mqt,,Mok,
mqu,,Mandari,
mqv,,Mosimo,
mqw,,Murupi,
mqx,,Mamuju,
mqy,,Manggarai,
mqz,,Pano,
mra,,Mlabri,
mrb,,Marino,
mrc,,Maricopa,
mrd,,Western Magar,
mre,,Martha's Vineyard Sign Language,
mrf,,Elseng,
mrg,,Mising,
mrh,,Mara Chin,
mri,mi,Maori,
mrj,,Western Mari,
mrk,,Hmwaveke,
mrl,,Mortlockese,
mrm,,Merlav,
mrn,,Cheke Holo,
mro,,Mru,
mrp,,Morouas,
mrq,,North Marquesan,
mrr,,Maria <India>,
mrs,,Maragus,
mrt,,Marghi Central,
mru,,Mono <Cameroon>,
mrv,,Mangareva,
mrw,,Maranao,
mrx,,Maremgi,
mry,,Mandaya,
mrz,,Marind,
msa,ms,Malay,
msb,,Masbatenyo,
msc,,Sankaran Maninka,
msd,,Yucatec Maya Sign Language,
mse,,Musey,
msf,,Mekwei,
msg,,Moraid,
msh,,Masikoro Malagasy,
msi,,Sabah Malay,
msj,,Ma <Democratic Republic of Congo>,
msk,,Mansaka,
msl,,Molof,
msm,,Agusan Manobo,
msn,,Vures,
mso,,Mombum,
msp,,Maritsaua,
msq,,Caac,
msr,,Mongolian Sign Language,
mss,,West Masela,
msu,,Musom,
msv,,Maslam,
msw,,Mansoanka,
msx,,Moresada,
msy,,Aruamu,
msz,,Momare,
mta,,Cotabato Manobo,
mtb,,Anyin Morofo,
mtc,,Munit,
mtd,,Mualang,
mte,,Mono <Solomon Islands>,
mtf,,Murik <Papua New Guinea>,
mtg,,Una,
mth,,Munggui,
mti,,Maiwa <Papua New Guinea>,
mtj,,Moskona,
mtk,,Mbe',
mtl,,Montol,
mtm,,Mator,
mtn,,Matagalpa,
mto,,Totontepec Mixe,
mtp,,Wichi Lhamtes Nocten,
mtq,,Muong,
mtr,,Mewari,
mts,,Yora,
mtt,,Mota,
mtu,,Tututepec Mixtec,
mtv,,Asaro'o,
mtw,,Southern Binukidnon,
mtx,,Tidaa Mixtec,
mty,,Nabi,
mua,,Mundang,
mub,,Mubi,
muc,,Ajumbu,
mud,,Mednyj Aleut,
mue,,Media Lengua,
mug,,Musgu,
muh,,Mundu,
mui,,Musi,
muj,,Mabire,
muk,,Mugom,
mul,,Multiple languages,
mum,,Maiwala,
muo,,Nyong,
mup,,Malvi,
muq,,Eastern Xiangxi Miao,
mur,,Murle,
mus,,Creek,
mut,,Western Muria,
muu,,Yaaku,
muv,,Muthuvan,
mux,,Bo-Ung,
muy,,Muyang,
muz,,Mursi,
mva,,Manam,
mvb,,Mattole,
mvd,,Mamboru,
mve,,Marwari <Pakistan>,
mvf,,Peripheral Mongolian,
mvg,,Yucuane Mixtec,
mvh,,Mulgi,
mvi,,Miyako,
mvk,,Mekmek,
mvl,,Mbara <Australia>,
mvm,,Muya,
mvn,,Minaveha,
mvo,,Marovo,
mvp,,Duri,
mvq,,Moere,
mvr,,Marau,
mvs,,Massep,
mvt,,Mpotovoro,
mvu,,Marfa,
mvv,,Tagal Murut,
mvw,,Machinga,
mvx,,Meoswar,
mvy,,Indus Kohistani,
mvz,,Mesqan,
mwa,,Mwatebu,
mwb,,Juwal,
mwc,,Are,
mwe,,Mwera <Chimwera>,
mwf,,Murrinh-Patha,
mwg,,Aiklep,
mwh,,Mouk-Aria,
mwi,,Labo,
mwk,,Kita Maninkakan,
mwl,,Mirandese,
mwm,,Sar,
mwn,,Nyamwanga,
mwo,,Central Maewo,
mwp,,Kala Lagaw Ya,
mwq,,Mun Chin,
mwr,,Marwari,
mws,,Mwimbi-Muthambi,
mwt,,Moken,
mwu,,Mittu,
mwv,,Mentawai,
mww,,Hmong Daw,
mwz,,Moingi,
mxa,,Northwest Oaxaca Mixtec,
mxb,,Tezoatlan Mixtec,
mxc,,Manyika,
mxd,,Modang,
mxe,,Mele-Fila,
mxf,,Malgbe,
mxg,,Mbangala,
mxh,,Mvuba,
mxi,,Mozarabic,
mxj,,Miju-Mishmi,
mxk,,Monumbo,
mxl,,Maxi Gbe,
mxm,,Meramera,
mxn,,Moi <Indonesia>,
mxo,,Mbowe,
mxp,,Tlahuitoltepec Mixe,
mxq,,Juquila Mixe,
mxr,,Murik <Malaysia>,
mxs,,Huitepec Mixtec,
mxt,,Jamiltepec Mixtec,
mxu,,Mada <Cameroon>,
mxv,,Metlatonoc Mixtec,
mxw,,Namo,
mxx,,Mahou,
mxy,,Southeastern Nochixtlan Mixtec,
mxz,,Central Masela,
mya,my,Burmese,
myb,,Mbay,
myc,,Mayeka,
myd,,Maramba,
mye,,Myene,
myf,,Bambassi,
myg,,Manta,
myh,,Makah,
myi,,Mina <India>,
myj,,Mangayat,
myk,,Mamara Senoufo,
myl,,Moma,
mym,,Me'en,
myo,,Anfillo,
myp,,Piraha,
myr,,Muniche,
mys,,Mesmes,
myu,,Munduruku,
myv,,Erzya,
myw,,Muyuw,
myx,,Masaaba,
myy,,Macuna,
myz,,Classical Mandaic,
mza,,Santa Maria Zacatepec Mixtec,
mzb,,Tumzabt,
mzc,,Madagascar Sign Language,
mzd,,Malimba,
mze,,Morawa,
mzg,,Monastic Sign Language,
mzh,,Wichi Lhamtes Guisnay,
mzi,,Ixcatlan Mazatec,
mzj,,Manya,
mzk,,Nigeria Mambila,
mzl,,Mazatlan Mixe,
mzm,,Mumuye,
mzn,,Mazanderani,
mzo,,Matipuhy,
mzp,,Movima,
mzq,,Mori Atas,
mzr,,Marubo,
mzs,,Macanese,
mzt,,Mintil,
mzu,,Inapang,
mzv,,Manza,
mzw,,Deg,
mzx,,Mawayana,
mzy,,Mozambican Sign Language,
mzz,,Maiadomu,
naa,,Namla,
nab,,Southern Nambikuara,
nac,,Narak,
nae,,Naka'ela,
naf,,Nabak,
nag,,Naga Pidgin,
naj,,Nalu,
nak,,Nakanai,
nal,,Nalik,
nam,,Ngan'gityemerri,
nan,,Min Nan Chinese,Hokkien; Hokkein; Fujianese; Hainanese
